blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,n_observed,n_submitted,n_positive_commit,n_zero_commit,n_no_submission,n_inconsistent,n_tps_valid,n_tps_censored,n_tps_point_valid,n_latency_valid,n_energy_valid_observed,n_energy_valid_positive_commit,n_network_valid_observed,service_regime_derived,panel_row,panel_column,matrix_row,matrix_column,display_count
Ethereum,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,2,5,13/0/0
Ethereum,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,14,14,14,0,0,0,14,0,14,14,14,14,14,all_positive_commit,2,0,3,0,14/0/0
Ethereum,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,3,0,13/0/0
Ethereum,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,0,3,1,13/0/0
Ethereum,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,3,1,13/0/0
Ethereum,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,0,3,3,13/0/0
Ethereum,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,3,3,13/0/0
Ethereum,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,0,3,2,13/0/0
Ethereum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,3,2,13/0/0
Ethereum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,0,3,4,13/0/0
Ethereum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,3,4,13/0/0
Ethereum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,0,3,5,13/0/0
Ethereum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,3,5,13/0/0
Ethereum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,14,14,14,0,0,0,14,0,14,14,14,14,14,all_positive_commit,2,0,4,0,14/0/0
Ethereum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,4,0,13/0/0
Ethereum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,16,16,16,0,0,0,16,0,16,16,16,16,16,all_positive_commit,2,0,4,1,16/0/0
Ethereum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,4,1,13/0/0
Ethereum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,15,15,15,0,0,0,15,0,15,15,15,15,15,all_positive_commit,2,0,4,3,15/0/0
Ethereum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,4,3,13/0/0
Ethereum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,15,14,14,0,1,0,14,0,14,14,15,14,15,mixed_outcomes,2,0,4,2,14/0/1
Ethereum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,4,2,13/0/0
Ethereum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,15,15,15,0,0,0,15,0,15,15,15,15,15,all_positive_commit,2,0,4,4,15/0/0
Ethereum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,4,4,13/0/0
Ethereum,torus,VISA,8,16,10,2023,hop,10 nodes,0,15,15,15,0,0,0,15,0,15,15,15,15,15,all_positive_commit,2,0,4,5,15/0/0
Ethereum,torus,VISA,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,2,1,4,5,13/0/0
Quorum,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,0,0,0,0/13/0
Quorum,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,0,0,0/13/0
Quorum,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,0,0,1,0/13/0
Quorum,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,0,1,0/13/0
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,15,15,10,5,0,0,10,0,10,10,15,10,15,mixed_outcomes,3,0,0,3,10/5/0
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,16,16,8,8,0,0,8,0,8,8,16,8,16,mixed_outcomes,3,1,0,3,8/8/0
Quorum,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,16,15,0,15,1,0,0,0,0,0,16,0,16,no_positive_commit,3,0,0,2,0/15/1
Quorum,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,0,2,0/13/0
Quorum,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,14,14,14,0,0,0,14,0,14,14,14,14,14,all_positive_commit,3,0,0,4,14/0/0
Quorum,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,3,1,0,4,13/0/0
Quorum,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,13,13,3,10,0,0,3,0,3,3,13,3,13,mixed_outcomes,3,0,0,5,3/10/0
Quorum,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,14,14,14,0,0,0,14,0,14,14,14,14,14,all_positive_commit,3,1,0,5,14/0/0
Quorum,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,0,1,0,0/13/0
Quorum,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,1,0,0/13/0
Quorum,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,0,1,1,0/13/0
Quorum,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,1,1,0/13/0
Quorum,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,13,13,10,3,0,0,10,0,10,10,13,10,13,mixed_outcomes,3,0,1,3,10/3/0
Quorum,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,14,14,2,12,0,0,2,0,2,2,14,2,14,mixed_outcomes,3,1,1,3,2/12/0
Quorum,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,14,14,0,14,0,0,0,0,0,0,14,0,14,no_positive_commit,3,0,1,2,0/14/0
Quorum,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,1,2,0/13/0
Quorum,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,3,0,1,4,13/0/0
Quorum,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,3,1,1,4,13/0/0
Quorum,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,14,14,10,4,0,0,10,2,8,10,14,10,14,mixed_outcomes,3,0,1,5,10/4/0
Quorum,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,18,18,18,0,0,0,18,0,18,18,18,18,18,all_positive_commit,3,1,1,5,18/0/0
Quorum,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,0,2,0,0/13/0
Quorum,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,1,12,0,0,1,0,1,1,13,1,13,mixed_outcomes,3,1,2,0,1/12/0
Quorum,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,14,14,0,14,0,0,0,0,0,0,14,0,14,no_positive_commit,3,0,2,1,0/14/0
Quorum,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,2,1,0/13/0
Quorum,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,3,0,2,3,13/0/0
Quorum,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,13,13,6,7,0,0,6,1,5,6,13,6,13,mixed_outcomes,3,1,2,3,6/7/0
Quorum,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,17,17,0,17,0,0,0,0,0,0,17,0,17,no_positive_commit,3,0,2,2,0/17/0
Quorum,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,2,2,0/13/0
Quorum,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,17,17,17,0,0,0,17,0,17,17,17,17,17,all_positive_commit,3,0,2,4,17/0/0
Quorum,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,3,1,2,4,13/0/0
Quorum,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,13,13,4,9,0,0,4,0,4,4,13,4,13,mixed_outcomes,3,0,2,5,4/9/0
Quorum,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,15,15,15,0,0,0,15,1,14,15,15,15,15,all_positive_commit,3,1,2,5,15/0/0
Quorum,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,14,14,0,14,0,0,0,0,0,0,14,0,14,no_positive_commit,3,0,3,0,0/14/0
Quorum,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,16,16,0,16,0,0,0,0,0,0,16,0,16,no_positive_commit,3,1,3,0,0/16/0
Quorum,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,16,16,0,16,0,0,0,0,0,0,16,0,16,no_positive_commit,3,0,3,1,0/16/0
Quorum,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,16,16,0,16,0,0,0,0,0,0,16,0,16,no_positive_commit,3,1,3,1,0/16/0
Quorum,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,12,12,12,0,0,0,12,0,12,12,12,12,12,all_positive_commit,3,0,3,3,12/0/0
Quorum,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,17,17,7,10,0,0,7,0,7,7,17,7,17,mixed_outcomes,3,1,3,3,7/10/0
Quorum,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,14,14,0,14,0,0,0,0,0,0,14,0,14,no_positive_commit,3,0,3,2,0/14/0
Quorum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,16,16,0,16,0,0,0,0,0,0,16,0,16,no_positive_commit,3,1,3,2,0/16/0
Quorum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,15,15,15,0,0,0,15,0,15,15,15,15,15,all_positive_commit,3,0,3,4,15/0/0
Quorum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,16,16,16,0,0,0,16,0,16,16,16,16,16,all_positive_commit,3,1,3,4,16/0/0
Quorum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,14,14,5,9,0,0,5,0,5,5,14,5,14,mixed_outcomes,3,0,3,5,5/9/0
Quorum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,17,17,12,5,0,0,12,0,12,12,17,12,17,mixed_outcomes,3,1,3,5,12/5/0
Quorum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,11,11,0,11,0,0,0,0,0,0,11,0,11,no_positive_commit,3,0,4,0,0/11/0
Quorum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,4,0,0/13/0
Quorum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,11,11,0,11,0,0,0,0,0,0,11,0,11,no_positive_commit,3,0,4,1,0/11/0
Quorum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,4,1,0/13/0
Quorum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,10,10,10,0,0,0,10,0,10,10,10,10,10,all_positive_commit,3,0,4,3,10/0/0
Quorum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,14,14,7,7,0,0,7,1,6,7,14,7,14,mixed_outcomes,3,1,4,3,7/7/0
Quorum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,11,11,0,11,0,0,0,0,0,0,11,0,11,no_positive_commit,3,0,4,2,0/11/0
Quorum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,3,1,4,2,0/13/0
Quorum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,11,11,11,0,0,0,11,0,11,11,11,11,11,all_positive_commit,3,0,4,4,11/0/0
Quorum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,3,1,4,4,13/0/0
Quorum,torus,VISA,8,16,10,2023,hop,10 nodes,0,11,11,3,8,0,0,3,1,2,3,11,3,11,mixed_outcomes,3,0,4,5,3/8/0
Quorum,torus,VISA,8,16,10,2023,hop,40 nodes,0,18,18,18,0,0,0,18,0,18,18,18,18,18,all_positive_commit,3,1,4,5,18/0/0
Solana,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,13,13,11,2,0,0,11,0,11,11,13,11,13,mixed_outcomes,4,0,0,0,11/2/0
Solana,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,0,0,0/13/0
Solana,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,14,14,9,5,0,0,9,0,9,9,14,9,14,mixed_outcomes,4,0,0,1,9/5/0
Solana,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,0,1,0/13/0
Solana,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,13,13,12,1,0,0,12,0,12,12,13,12,13,mixed_outcomes,4,0,0,3,12/1/0
Solana,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,1,0,3,13/0/0
Solana,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,12,12,9,3,0,0,9,0,9,9,12,9,12,mixed_outcomes,4,0,0,2,9/3/0
Solana,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,0,2,0/13/0
Solana,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,13,13,7,6,0,0,7,0,7,7,13,7,13,mixed_outcomes,4,0,0,4,7/6/0
Solana,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,2,11,0,0,2,0,2,2,13,2,13,mixed_outcomes,4,1,0,4,2/11/0
Solana,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,13,13,10,3,0,0,10,0,10,10,13,10,13,mixed_outcomes,4,0,0,5,10/3/0
Solana,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,0,5,0/13/0
Solana,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,14,14,12,2,0,0,12,0,12,12,14,12,14,mixed_outcomes,4,0,1,0,12/2/0
Solana,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,1,0,0/13/0
Solana,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,0,1,1,13/0/0
Solana,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,1,1,0/13/0
Solana,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,0,1,3,13/0/0
Solana,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,1,1,3,13/0/0
Solana,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,16,16,15,1,0,0,15,0,15,15,16,15,16,mixed_outcomes,4,0,1,2,15/1/0
Solana,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,1,2,0/13/0
Solana,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,14,14,13,1,0,0,13,0,13,13,14,13,14,mixed_outcomes,4,0,1,4,13/1/0
Solana,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,1,4,0/13/0
Solana,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,16,16,14,2,0,0,14,0,14,14,16,14,16,mixed_outcomes,4,0,1,5,14/2/0
Solana,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,1,5,0/13/0
Solana,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,14,14,12,2,0,0,12,0,12,12,14,12,14,mixed_outcomes,4,0,2,0,12/2/0
Solana,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,2,0,0/13/0
Solana,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,0,2,1,13/0/0
Solana,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,2,1,0/13/0
Solana,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,0,2,3,13/0/0
Solana,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,1,2,3,13/0/0
Solana,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,16,16,15,1,0,0,15,1,14,15,16,15,16,mixed_outcomes,4,0,2,2,15/1/0
Solana,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,2,2,0/13/0
Solana,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,15,15,13,2,0,0,13,0,13,13,15,13,15,mixed_outcomes,4,0,2,4,13/2/0
Solana,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,1,12,0,0,1,0,1,1,13,1,13,mixed_outcomes,4,1,2,4,1/12/0
Solana,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,15,15,13,2,0,0,13,0,13,13,15,13,15,mixed_outcomes,4,0,2,5,13/2/0
Solana,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,2,5,0/13/0
Solana,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,22,22,8,14,0,0,8,0,8,8,22,8,22,mixed_outcomes,4,0,3,0,8/14/0
Solana,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,3,0,0/13/0
Solana,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,19,19,2,17,0,0,2,0,2,2,19,2,19,mixed_outcomes,4,0,3,1,2/17/0
Solana,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,1,12,0,0,1,0,1,1,13,1,13,mixed_outcomes,4,1,3,1,1/12/0
Solana,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,15,15,2,13,0,0,2,0,2,2,15,2,15,mixed_outcomes,4,0,3,3,2/13/0
Solana,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,13,13,12,1,0,0,12,0,12,12,13,12,13,mixed_outcomes,4,1,3,3,12/1/0
Solana,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,20,20,2,18,0,0,2,0,2,2,20,2,20,mixed_outcomes,4,0,3,2,2/18/0
Solana,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,3,2,0/13/0
Solana,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,24,24,9,15,0,0,9,0,9,9,24,9,24,mixed_outcomes,4,0,3,4,9/15/0
Solana,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,3,4,0/13/0
Solana,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,26,26,14,12,0,0,14,0,14,14,26,14,26,mixed_outcomes,4,0,3,5,14/12/0
Solana,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,3,5,0/13/0
Solana,torus,DDoS,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,0,4,0,13/0/0
Solana,torus,DDoS,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,4,0,0/13/0
Solana,torus,FIFA,8,16,10,2023,hop,10 nodes,0,13,13,10,3,0,0,10,0,10,10,13,10,13,mixed_outcomes,4,0,4,1,10/3/0
Solana,torus,FIFA,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,4,1,0/13/0
Solana,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,0,4,3,13/0/0
Solana,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,13,13,13,0,0,0,13,0,13,13,13,13,13,all_positive_commit,4,1,4,3,13/0/0
Solana,torus,Gaming,8,16,10,2023,hop,10 nodes,0,14,14,12,2,0,0,12,0,12,12,14,12,14,mixed_outcomes,4,0,4,2,12/2/0
Solana,torus,Gaming,8,16,10,2023,hop,40 nodes,0,13,13,0,13,0,0,0,0,0,0,13,0,13,no_positive_commit,4,1,4,2,0/13/0
Solana,torus,PayPal,8,16,10,2023,hop,10 nodes,0,13,13,11,2,0,0,11,0,11,11,13,11,13,mixed_outcomes,4,0,4,4,11/2/0
Solana,torus,PayPal,8,16,10,2023,hop,40 nodes,0,13,13,1,12,0,0,1,0,1,1,13,1,13,mixed_outcomes,4,1,4,4,1/12/0
Solana,torus,VISA,8,16,10,2023,hop,10 nodes,0,16,16,15,1,0,0,15,0,15,15,16,15,16,mixed_outcomes,4,0,4,5,15/1/0
Solana,torus,VISA,8,16,10,2023,hop,40 nodes,0,13,13,1,12,0,0,1,0,1,1,13,1,13,mixed_outcomes,4,1,4,5,1/12/0
